,Date,Open,High,Low,Close,Adj Close,Volume
69,2012-04-12,1368.77002,1388.130005,1368.77002,1387.569946,1387.569946,3618280000
70,2012-04-13,1387.609985,1387.609985,1369.849976,1370.26001,1370.26001,3631160000
71,2012-04-16,1370.27002,1379.660034,1365.380005,1369.569946,1369.569946,3574780000
72,2012-04-17,1369.569946,1392.76001,1369.569946,1390.780029,1390.780029,3456200000
73,2012-04-18,1390.780029,1390.780029,1383.290039,1385.140015,1385.140015,3463140000
74,2012-04-19,1385.079956,1390.459961,1370.300049,1376.920044,1376.920044,4180020000
75,2012-04-20,1376.959961,1387.400024,1376.959961,1378.530029,1378.530029,3833320000
76,2012-04-23,1378.530029,1378.530029,1358.790039,1366.939941,1366.939941,3654860000
77,2012-04-24,1366.969971,1375.569946,1366.819946,1371.969971,1371.969971,3617100000
78,2012-04-25,1372.109985,1391.369995,1372.109985,1390.689941,1390.689941,3998430000
79,2012-04-26,1390.640015,1402.089966,1387.280029,1399.97998,1399.97998,4034700000
80,2012-04-27,1400.189941,1406.640015,1397.310059,1403.359985,1403.359985,3645830000
81,2012-04-30,1403.26001,1403.26001,1394.0,1397.910034,1397.910034,3574010000
82,2012-05-01,1397.859985,1415.319946,1395.72998,1405.819946,1405.819946,3807950000
83,2012-05-02,1405.5,1405.5,1393.920044,1402.310059,1402.310059,3803860000
84,2012-05-03,1402.319946,1403.069946,1388.709961,1391.569946,1391.569946,4004910000
85,2012-05-04,1391.51001,1391.51001,1367.959961,1369.099976,1369.099976,3975140000
86,2012-05-07,1368.790039,1373.910034,1363.939941,1369.579956,1369.579956,3559390000
87,2012-05-08,1369.160034,1369.160034,1347.75,1363.719971,1363.719971,4261670000
88,2012-05-09,1363.199951,1363.72998,1343.130005,1354.579956,1354.579956,4288540000
89,2012-05-10,1354.579956,1365.880005,1354.579956,1357.98999,1357.98999,3727990000
90,2012-05-11,1358.109985,1365.660034,1348.890015,1353.390015,1353.390015,3869070000
91,2012-05-14,1351.930054,1351.930054,1336.609985,1338.349976,1338.349976,3688120000
92,2012-05-15,1338.359985,1344.939941,1328.410034,1330.660034,1330.660034,4114040000
93,2012-05-16,1330.780029,1341.780029,1324.790039,1324.800049,1324.800049,4280420000
94,2012-05-17,1324.819946,1326.359985,1304.859985,1304.859985,1304.859985,4664280000
95,2012-05-18,1305.050049,1312.23999,1291.97998,1295.219971,1295.219971,4512470000
96,2012-05-21,1295.72998,1316.390015,1295.72998,1315.98999,1315.98999,3786750000
97,2012-05-22,1316.089966,1328.48999,1310.040039,1316.630005,1316.630005,4123680000
98,2012-05-23,1316.02002,1320.709961,1296.530029,1318.859985,1318.859985,4108330000
99,2012-05-24,1318.719971,1324.140015,1310.5,1320.680054,1320.680054,3937670000
100,2012-05-25,1320.810059,1324.199951,1314.22998,1317.819946,1317.819946,2872660000
101,2012-05-29,1318.900024,1334.930054,1318.900024,1332.420044,1332.420044,3441640000
102,2012-05-30,1331.25,1331.25,1310.76001,1313.319946,1313.319946,3534290000
103,2012-05-31,1313.089966,1319.73999,1298.900024,1310.329956,1310.329956,4557620000
104,2012-06-01,1309.869995,1309.869995,1277.25,1278.040039,1278.040039,4669350000
105,2012-06-04,1278.290039,1282.550049,1266.73999,1278.180054,1278.180054,4011960000
106,2012-06-05,1277.819946,1287.619995,1274.160034,1285.5,1285.5,3403230000
107,2012-06-06,1285.609985,1315.130005,1285.609985,1315.130005,1315.130005,4268360000
108,2012-06-07,1316.150024,1329.050049,1312.680054,1314.98999,1314.98999,4258140000
109,2012-06-08,1314.98999,1325.810059,1307.77002,1325.660034,1325.660034,3497190000
110,2012-06-11,1325.719971,1335.52002,1307.72998,1308.930054,1308.930054,3537530000
111,2012-06-12,1309.400024,1324.310059,1306.619995,1324.180054,1324.180054,3442920000
112,2012-06-13,1324.02002,1327.280029,1310.51001,1314.880005,1314.880005,3506510000
113,2012-06-14,1314.880005,1333.680054,1314.140015,1329.099976,1329.099976,3687720000
114,2012-06-15,1329.189941,1343.319946,1329.189941,1342.839966,1342.839966,4401570000
115,2012-06-18,1342.420044,1348.219971,1334.459961,1344.780029,1344.780029,3259430000
116,2012-06-19,1344.829956,1363.459961,1344.829956,1357.97998,1357.97998,3815350000
117,2012-06-20,1358.040039,1361.569946,1346.449951,1355.689941,1355.689941,3695700000
118,2012-06-21,1355.430054,1358.27002,1324.410034,1325.51001,1325.51001,4094470000
119,2012-06-22,1325.920044,1337.819946,1325.920044,1335.02002,1335.02002,5271490000
120,2012-06-25,1334.900024,1334.900024,1309.27002,1313.719971,1313.719971,3501820000
121,2012-06-26,1314.089966,1324.23999,1310.300049,1319.98999,1319.98999,3412940000
122,2012-06-27,1320.709961,1334.400024,1320.709961,1331.849976,1331.849976,3286910000
123,2012-06-28,1331.52002,1331.52002,1313.290039,1329.040039,1329.040039,3969370000
124,2012-06-29,1330.119995,1362.170044,1330.119995,1362.160034,1362.160034,4590480000
125,2012-07-02,1362.329956,1366.349976,1355.699951,1365.51001,1365.51001,3301650000
126,2012-07-03,1365.75,1374.810059,1363.530029,1374.02002,1374.02002,2116390000
127,2012-07-05,1373.719971,1373.849976,1363.02002,1367.579956,1367.579956,3041520000
128,2012-07-06,1367.089966,1367.089966,1348.030029,1354.680054,1354.680054,2745140000
129,2012-07-09,1354.660034,1354.869995,1346.650024,1352.459961,1352.459961,2904860000
130,2012-07-10,1352.959961,1361.540039,1336.27002,1341.469971,1341.469971,3470600000
131,2012-07-11,1341.400024,1345.0,1333.25,1341.449951,1341.449951,3426290000
132,2012-07-12,1341.290039,1341.290039,1325.410034,1334.76001,1334.76001,3654440000
133,2012-07-13,1334.810059,1357.699951,1334.810059,1356.780029,1356.780029,3212930000
134,2012-07-16,1356.5,1357.26001,1348.51001,1353.640015,1353.640015,2862720000
135,2012-07-17,1353.680054,1365.359985,1345.069946,1363.670044,1363.670044,3566680000
136,2012-07-18,1363.579956,1375.26001,1358.959961,1372.780029,1372.780029,3642630000
137,2012-07-19,1373.01001,1380.390015,1371.209961,1376.51001,1376.51001,4043360000
138,2012-07-20,1376.51001,1376.51001,1362.189941,1362.660034,1362.660034,3925020000
139,2012-07-23,1362.339966,1362.339966,1337.560059,1350.52002,1350.52002,3717180000
140,2012-07-24,1350.52002,1351.530029,1329.23999,1338.310059,1338.310059,3891290000
141,2012-07-25,1338.349976,1343.97998,1331.5,1337.890015,1337.890015,3719170000
142,2012-07-26,1338.170044,1363.130005,1338.170044,1360.02002,1360.02002,4429300000
143,2012-07-27,1360.050049,1389.189941,1360.050049,1385.969971,1385.969971,4399010000
144,2012-07-30,1385.939941,1391.73999,1381.369995,1385.300049,1385.300049,3212060000
145,2012-07-31,1385.27002,1387.160034,1379.170044,1379.319946,1379.319946,3821570000
146,2012-08-01,1379.319946,1385.030029,1373.349976,1375.319946,1375.319946,4440920000
147,2012-08-02,1375.130005,1375.130005,1354.650024,1365.0,1365.0,4193740000
148,2012-08-03,1365.449951,1394.160034,1365.449951,1390.98999,1390.98999,3751170000
149,2012-08-06,1391.040039,1399.630005,1391.040039,1394.22998,1394.22998,3122050000
150,2012-08-07,1394.459961,1407.140015,1394.459961,1401.349976,1401.349976,3682490000
151,2012-08-08,1401.22998,1404.140015,1396.130005,1402.219971,1402.219971,3221790000
152,2012-08-09,1402.26001,1405.949951,1398.800049,1402.800049,1402.800049,3119610000
153,2012-08-10,1402.579956,1405.97998,1395.619995,1405.869995,1405.869995,2767980000
154,2012-08-13,1405.869995,1405.869995,1397.319946,1404.109985,1404.109985,2499990000
155,2012-08-14,1404.359985,1410.030029,1400.599976,1403.930054,1403.930054,2930900000
156,2012-08-15,1403.890015,1407.72998,1401.829956,1405.530029,1405.530029,2655750000
157,2012-08-16,1405.569946,1417.439941,1404.150024,1415.51001,1415.51001,3114100000
158,2012-08-17,1415.839966,1418.709961,1414.670044,1418.160034,1418.160034,2922990000
159,2012-08-20,1417.849976,1418.130005,1412.119995,1418.130005,1418.130005,2766320000
160,2012-08-21,1418.130005,1426.680054,1410.859985,1413.170044,1413.170044,3282950000
161,2012-08-22,1413.089966,1416.119995,1406.780029,1413.48999,1413.48999,3062690000
162,2012-08-23,1413.48999,1413.48999,1400.5,1402.079956,1402.079956,3008240000
163,2012-08-24,1401.98999,1413.459961,1398.040039,1411.130005,1411.130005,2598790000
164,2012-08-27,1411.130005,1416.170044,1409.109985,1410.439941,1410.439941,2472500000
165,2012-08-28,1410.439941,1413.630005,1405.589966,1409.300049,1409.300049,2629090000
166,2012-08-29,1409.319946,1413.949951,1406.569946,1410.48999,1410.48999,2571220000
167,2012-08-30,1410.079956,1410.079956,1397.01001,1399.47998,1399.47998,2530280000
168,2012-08-31,1400.069946,1413.089966,1398.959961,1406.579956,1406.579956,2938250000
169,2012-09-04,1406.540039,1409.310059,1396.560059,1404.939941,1404.939941,3200310000
170,2012-09-05,1404.939941,1408.810059,1401.25,1403.439941,1403.439941,3389110000
171,2012-09-06,1403.73999,1432.119995,1403.73999,1432.119995,1432.119995,3952870000
172,2012-09-07,1432.119995,1437.920044,1431.449951,1437.920044,1437.920044,3717620000
173,2012-09-10,1437.920044,1438.73999,1428.97998,1429.079956,1429.079956,3223670000
174,2012-09-11,1429.130005,1437.76001,1429.130005,1433.560059,1433.560059,3509630000
175,2012-09-12,1433.560059,1439.150024,1432.98999,1436.560059,1436.560059,3641200000
176,2012-09-13,1436.560059,1463.76001,1435.339966,1459.98999,1459.98999,4606550000
177,2012-09-14,1460.069946,1474.51001,1460.069946,1465.77002,1465.77002,5041990000
178,2012-09-17,1465.420044,1465.630005,1457.550049,1461.189941,1461.189941,3482430000
179,2012-09-18,1461.189941,1461.469971,1456.130005,1459.319946,1459.319946,3377390000
180,2012-09-19,1459.5,1465.150024,1457.880005,1461.050049,1461.050049,3451360000
181,2012-09-20,1461.050049,1461.22998,1449.97998,1460.26001,1460.26001,3382520000
182,2012-09-21,1460.339966,1467.069946,1459.51001,1460.150024,1460.150024,4833870000
183,2012-09-24,1459.76001,1460.719971,1452.060059,1456.890015,1456.890015,3008920000
184,2012-09-25,1456.939941,1463.23999,1441.589966,1441.589966,1441.589966,3739900000
185,2012-09-26,1441.599976,1441.599976,1430.530029,1433.319946,1433.319946,3565380000
186,2012-09-27,1433.359985,1450.199951,1433.359985,1447.150024,1447.150024,3150330000
187,2012-09-28,1447.130005,1447.130005,1435.599976,1440.670044,1440.670044,3509230000
188,2012-10-01,1440.900024,1457.140015,1440.900024,1444.48999,1444.48999,3505080000
189,2012-10-02,1444.98999,1451.52002,1439.01001,1445.75,1445.75,3321790000
190,2012-10-03,1446.050049,1454.300049,1441.98999,1450.98999,1450.98999,3531640000
191,2012-10-04,1451.079956,1463.140015,1451.079956,1461.400024,1461.400024,3615860000
192,2012-10-05,1461.400024,1470.959961,1456.890015,1460.930054,1460.930054,3172940000
193,2012-10-08,1460.930054,1460.930054,1453.099976,1455.880005,1455.880005,2328720000
194,2012-10-09,1455.900024,1455.900024,1441.180054,1441.47998,1441.47998,3216320000
195,2012-10-10,1441.47998,1442.52002,1430.640015,1432.560059,1432.560059,3225060000
196,2012-10-11,1432.819946,1443.900024,1432.819946,1432.839966,1432.839966,3672540000
197,2012-10-12,1432.839966,1438.430054,1425.530029,1428.589966,1428.589966,3134750000
198,2012-10-15,1428.75,1441.310059,1427.23999,1440.130005,1440.130005,3483810000
199,2012-10-16,1440.310059,1455.51001,1440.310059,1454.920044,1454.920044,3568770000
200,2012-10-17,1454.219971,1462.199951,1453.349976,1460.910034,1460.910034,3655320000
201,2012-10-18,1460.939941,1464.02002,1452.630005,1457.339966,1457.339966,3880030000
202,2012-10-19,1457.339966,1457.339966,1429.849976,1433.189941,1433.189941,3875170000
203,2012-10-22,1433.209961,1435.459961,1422.060059,1433.819946,1433.819946,3216220000
204,2012-10-23,1433.73999,1433.73999,1407.560059,1413.109985,1413.109985,3587670000
205,2012-10-24,1413.199951,1420.040039,1407.099976,1408.75,1408.75,3385970000
206,2012-10-25,1409.73999,1421.119995,1405.140015,1412.969971,1412.969971,3512640000
207,2012-10-26,1412.969971,1417.089966,1403.280029,1411.939941,1411.939941,3284910000
208,2012-10-31,1410.98999,1418.76001,1405.949951,1412.160034,1412.160034,3577110000
209,2012-11-01,1412.199951,1428.349976,1412.199951,1427.589966,1427.589966,3929890000
210,2012-11-02,1427.589966,1434.27002,1412.910034,1414.199951,1414.199951,3732480000
211,2012-11-05,1414.02002,1419.900024,1408.130005,1417.26001,1417.26001,2921040000
212,2012-11-06,1417.26001,1433.380005,1417.26001,1428.390015,1428.390015,3306970000
213,2012-11-07,1428.27002,1428.27002,1388.140015,1394.530029,1394.530029,4356490000
214,2012-11-08,1394.530029,1401.22998,1377.51001,1377.51001,1377.51001,3779520000
215,2012-11-09,1377.550049,1391.390015,1373.030029,1379.849976,1379.849976,3647350000
216,2012-11-12,1379.859985,1384.869995,1377.189941,1380.030029,1380.030029,2567540000
217,2012-11-13,1380.030029,1388.810059,1371.390015,1374.530029,1374.530029,3455550000
218,2012-11-14,1374.640015,1380.130005,1352.5,1355.48999,1355.48999,4109510000
219,2012-11-15,1355.410034,1360.619995,1348.050049,1353.329956,1353.329956,3928870000
220,2012-11-16,1353.359985,1362.030029,1343.349976,1359.880005,1359.880005,4045910000
221,2012-11-19,1359.880005,1386.890015,1359.880005,1386.890015,1386.890015,3374800000
222,2012-11-20,1386.819946,1389.77002,1377.040039,1387.810059,1387.810059,3207160000
223,2012-11-21,1387.790039,1391.25,1386.390015,1391.030029,1391.030029,2667090000
224,2012-11-23,1391.030029,1409.160034,1391.030029,1409.150024,1409.150024,1504960000
225,2012-11-26,1409.150024,1409.150024,1397.680054,1406.290039,1406.290039,2948960000
226,2012-11-27,1406.290039,1409.01001,1398.030029,1398.939941,1398.939941,3323120000
227,2012-11-28,1398.77002,1410.310059,1385.430054,1409.930054,1409.930054,3359250000
228,2012-11-29,1409.959961,1419.699951,1409.040039,1415.949951,1415.949951,3356850000
229,2012-11-30,1415.949951,1418.859985,1411.630005,1416.180054,1416.180054,3966000000
230,2012-12-03,1416.339966,1423.72998,1408.459961,1409.459961,1409.459961,3074280000
231,2012-12-04,1409.459961,1413.140015,1403.650024,1407.050049,1407.050049,3247710000
232,2012-12-05,1407.050049,1415.560059,1398.22998,1409.280029,1409.280029,4253920000
233,2012-12-06,1409.430054,1413.949951,1405.930054,1413.939941,1413.939941,3229700000
234,2012-12-07,1413.949951,1420.339966,1410.900024,1418.069946,1418.069946,3125160000
235,2012-12-10,1418.069946,1421.640015,1415.640015,1418.550049,1418.550049,2999430000
236,2012-12-11,1418.550049,1434.27002,1418.550049,1427.839966,1427.839966,3650230000
237,2012-12-12,1427.839966,1438.589966,1426.76001,1428.47998,1428.47998,3709050000
238,2012-12-13,1428.47998,1431.359985,1416.0,1419.449951,1419.449951,3349960000
239,2012-12-14,1419.449951,1419.449951,1411.880005,1413.579956,1413.579956,3210170000
240,2012-12-17,1413.540039,1430.670044,1413.540039,1430.359985,1430.359985,3455610000
241,2012-12-18,1430.469971,1448.0,1430.469971,1446.790039,1446.790039,4302240000
242,2012-12-19,1446.790039,1447.75,1435.800049,1435.810059,1435.810059,3869800000
243,2012-12-20,1435.810059,1443.699951,1432.819946,1443.689941,1443.689941,3686580000
244,2012-12-21,1443.670044,1443.670044,1422.579956,1430.150024,1430.150024,5229160000
245,2012-12-24,1430.150024,1430.150024,1424.660034,1426.660034,1426.660034,1248960000
246,2012-12-26,1426.660034,1429.420044,1416.430054,1419.829956,1419.829956,2285030000
247,2012-12-27,1419.829956,1422.800049,1401.800049,1418.099976,1418.099976,2830180000
248,2012-12-28,1418.099976,1418.099976,1401.579956,1402.430054,1402.430054,2426680000
249,2012-12-31,1402.430054,1426.73999,1398.109985,1426.189941,1426.189941,3204330000
250,2013-01-02,1426.189941,1462.430054,1426.189941,1462.420044,1462.420044,4202600000
251,2013-01-03,1462.420044,1465.469971,1455.530029,1459.369995,1459.369995,3829730000
252,2013-01-04,1459.369995,1467.939941,1458.98999,1466.469971,1466.469971,3424290000
253,2013-01-07,1466.469971,1466.469971,1456.619995,1461.890015,1461.890015,3304970000
254,2013-01-08,1461.890015,1461.890015,1451.640015,1457.150024,1457.150024,3601600000
255,2013-01-09,1457.150024,1464.72998,1457.150024,1461.02002,1461.02002,3674390000
256,2013-01-10,1461.02002,1472.300049,1461.02002,1472.119995,1472.119995,4081840000
257,2013-01-11,1472.119995,1472.75,1467.579956,1472.050049,1472.050049,3340650000
258,2013-01-14,1472.050049,1472.050049,1465.689941,1470.680054,1470.680054,3003010000
259,2013-01-15,1470.670044,1473.310059,1463.76001,1472.339966,1472.339966,3135350000
260,2013-01-16,1472.329956,1473.959961,1467.599976,1472.630005,1472.630005,3384080000
261,2013-01-17,1472.630005,1485.160034,1472.630005,1480.939941,1480.939941,3706710000
262,2013-01-18,1480.949951,1485.97998,1475.810059,1485.97998,1485.97998,3795740000
263,2013-01-22,1485.97998,1492.560059,1481.160034,1492.560059,1492.560059,3570950000
264,2013-01-23,1492.560059,1496.130005,1489.900024,1494.810059,1494.810059,3552010000
265,2013-01-24,1494.810059,1502.27002,1489.459961,1494.819946,1494.819946,3699430000
266,2013-01-25,1494.819946,1503.26001,1494.819946,1502.959961,1502.959961,3476290000
267,2013-01-28,1502.959961,1503.22998,1496.329956,1500.180054,1500.180054,3388540000
268,2013-01-29,1500.180054,1509.349976,1498.089966,1507.839966,1507.839966,3949640000
269,2013-01-30,1507.839966,1509.939941,1500.109985,1501.959961,1501.959961,3726810000
270,2013-01-31,1501.959961,1504.189941,1496.76001,1498.109985,1498.109985,3999880000
271,2013-02-01,1498.109985,1514.410034,1498.109985,1513.170044,1513.170044,3836320000
272,2013-02-04,1513.170044,1513.170044,1495.02002,1495.709961,1495.709961,3390000000
273,2013-02-05,1495.709961,1514.959961,1495.709961,1511.290039,1511.290039,3618360000
274,2013-02-06,1511.290039,1512.530029,1504.709961,1512.119995,1512.119995,3611570000
275,2013-02-07,1512.119995,1512.900024,1498.48999,1509.390015,1509.390015,3614580000
276,2013-02-08,1509.390015,1518.310059,1509.390015,1517.930054,1517.930054,2986150000
277,2013-02-11,1517.930054,1518.310059,1513.609985,1517.01001,1517.01001,2684100000
278,2013-02-12,1517.01001,1522.290039,1515.609985,1519.430054,1519.430054,3414370000
279,2013-02-13,1519.430054,1524.689941,1515.930054,1520.329956,1520.329956,3385880000
280,2013-02-14,1520.329956,1523.140015,1514.02002,1521.380005,1521.380005,3759740000
281,2013-02-15,1521.380005,1524.23999,1514.140015,1519.790039,1519.790039,3838510000
282,2013-02-19,1519.790039,1530.939941,1519.790039,1530.939941,1530.939941,3748910000
283,2013-02-20,1530.939941,1530.939941,1511.410034,1511.949951,1511.949951,4240570000
284,2013-02-21,1511.949951,1511.949951,1497.290039,1502.420044,1502.420044,4274600000
285,2013-02-22,1502.420044,1515.640015,1502.420044,1515.599976,1515.599976,3419320000
286,2013-02-25,1515.599976,1525.839966,1487.849976,1487.849976,1487.849976,4011050000
287,2013-02-26,1487.849976,1498.98999,1485.01001,1496.939941,1496.939941,3975280000
288,2013-02-27,1496.939941,1520.079956,1494.880005,1515.98999,1515.98999,3551850000
289,2013-02-28,1515.98999,1525.339966,1514.459961,1514.680054,1514.680054,3912320000
290,2013-03-01,1514.680054,1519.98999,1501.47998,1518.199951,1518.199951,3695610000
291,2013-03-04,1518.199951,1525.27002,1512.290039,1525.199951,1525.199951,3414430000
292,2013-03-05,1525.199951,1543.469971,1525.199951,1539.790039,1539.790039,3610690000
293,2013-03-06,1539.790039,1545.25,1538.109985,1541.459961,1541.459961,3676890000
294,2013-03-07,1541.459961,1545.780029,1541.459961,1544.26001,1544.26001,3634710000
295,2013-03-08,1544.26001,1552.47998,1542.939941,1551.180054,1551.180054,3652260000
296,2013-03-11,1551.150024,1556.27002,1547.359985,1556.219971,1556.219971,3091080000
297,2013-03-12,1556.219971,1556.77002,1548.23999,1552.47998,1552.47998,3274910000
298,2013-03-13,1552.47998,1556.390015,1548.25,1554.52002,1554.52002,3073830000
299,2013-03-14,1554.52002,1563.319946,1554.52002,1563.22998,1563.22998,3459260000
300,2013-03-15,1563.209961,1563.619995,1555.73999,1560.699951,1560.699951,5175850000
301,2013-03-18,1560.699951,1560.699951,1545.130005,1552.099976,1552.099976,3164560000
302,2013-03-19,1552.099976,1557.25,1538.569946,1548.339966,1548.339966,3796210000
303,2013-03-20,1548.339966,1561.560059,1548.339966,1558.709961,1558.709961,3349090000
304,2013-03-21,1558.709961,1558.709961,1543.550049,1545.800049,1545.800049,3243270000
305,2013-03-22,1545.900024,1557.73999,1545.900024,1556.890015,1556.890015,2948380000
306,2013-03-25,1556.890015,1564.910034,1546.219971,1551.689941,1551.689941,3178170000
307,2013-03-26,1551.689941,1563.949951,1551.689941,1563.77002,1563.77002,2869260000
308,2013-03-27,1563.75,1564.069946,1551.900024,1562.849976,1562.849976,2914210000
309,2013-03-28,1562.859985,1570.280029,1561.079956,1569.189941,1569.189941,3304440000
310,2013-04-01,1569.180054,1570.569946,1558.469971,1562.170044,1562.170044,2753110000
311,2013-04-02,1562.170044,1573.660034,1562.170044,1570.25,1570.25,3312160000
312,2013-04-03,1570.25,1571.469971,1549.800049,1553.689941,1553.689941,4060610000
313,2013-04-04,1553.689941,1562.599976,1552.52002,1559.97998,1559.97998,3350670000
314,2013-04-05,1559.97998,1559.97998,1539.5,1553.280029,1553.280029,3515410000
315,2013-04-08,1553.26001,1563.069946,1548.630005,1563.069946,1563.069946,2887120000
316,2013-04-09,1563.109985,1573.890015,1560.920044,1568.609985,1568.609985,3252780000
317,2013-04-10,1568.609985,1589.069946,1568.609985,1587.72998,1587.72998,3453350000
